,A,B,C,D,E,F,G,H,I,J
599,69210,650341,845740,232671,819593,938808,592001,0.1028843043721065,ub5Rcp2kYI,fLK3RWZ65E
600,5539,112009,340116,846200,927648,253034,238958,0.6383309336497707,S2qhtMSFVW,80PovULiOh
601,629293,155880,61370,906477,130218,216071,711537,0.7619987758702322,x5ZJBIPGLf,adx3vv5xQ0
602,900557,666704,665582,857085,458200,57093,402404,0.810261822004352,XBurawQ7IP,BfLHZ7p5QL
603,83251,435421,827619,741651,327067,91958,258094,0.872378035831119,5ArCL5dyW7,A8PKp0aB1G
604,422027,990994,291090,555563,542904,578199,320531,0.9877284947210838,nCbtVNxCzE,R2GKAxeCPp
605,794791,445565,30434,970802,997229,385593,315318,0.5488689435017063,TUQRXZUNCd,0sXFkIDP8v
606,892944,270095,48447,983207,308430,887140,239978,0.8797459312097243,Wkhe6UeVwq,WKl1XDj2Ma
607,194504,559812,916635,605309,922663,961890,8354,0.6268997871188449,eMHAYVDc3q,NuP9bxcKXj
608,830599,187033,468911,863737,17247,998551,237511,0.8735689219904147,akzYh05FHL,DNls6DDfCp
609,757092,508904,135075,355334,261456,49911,638948,0.6135759210409214,pmnCmT6epy,CysM0uGMVo
610,979888,707233,183551,481933,514879,411383,452363,0.2866990153730631,FAvbg5Fiwn,WUcLcbBLbf
611,413424,483881,130351,577995,489416,931402,927043,0.41724380046860565,4jB5JJXPdI,TLfooilog1
612,795021,774260,912395,826555,486042,824569,816323,0.5669168424219287,Ylzon0Mb6s,tdmpSoQtpN
613,4672,358749,824911,617517,957217,439530,920029,0.600360161840057,5XoQ1fzYCI,Se65u7HSaI
614,432157,691489,988814,206676,769501,985686,634166,0.8391857698943651,Ycdap2X781,zYp18vmRmX
615,890459,527872,152300,210852,95792,295351,854569,0.3451630976658462,eljFGYPkXS,0XZHHSQgKh
616,577317,264523,864386,378623,280754,34584,956433,0.15178270894251855,rUsNgCUVRv,srShnwDL4z
617,979229,137711,725051,232570,808200,696549,311719,0.548829511280501,IzthsUSBGc,9QdmxOMCCi
618,173827,690871,449108,392561,900667,898336,112716,0.4283514064505217,7uOeYitXaR,TMHsq7vkSe
619,944282,966398,273629,249206,702223,18229,653821,0.21484338578965378,wOlIIwt29K,GZiF7NxrX9
620,226111,40794,945996,674189,165904,617630,824356,0.7878006583015139,EM5Tg0sJ5J,qyaMGWTNmM
621,268203,383578,566706,696784,990086,166659,602814,0.8759813306889999,V2aWEwTMYv,Km5AVXuOjk
622,410585,554788,127156,459884,687322,238891,941374,0.1274184271082791,jYw2Hk7uav,Q8hhnz9VZt
623,66739,595498,647912,113997,968355,749462,499046,0.5877670004871113,3TlcxvXkEI,JthVfnhsRb
624,355182,46231,343752,773276,309923,471897,568738,0.22303133126658847,WdDo5twWYb,gfP2ae4sp3
625,585895,698868,228140,539446,697066,391136,559656,0.5504824310757659,Slf13EjXwF,9PK1JEEwyv
626,934207,315431,50691,168607,642966,241062,792526,0.32706954550637257,p17uGBPBcp,0OwPh9017F
627,723616,283192,891100,224551,349365,476841,938230,0.4355890879068929,4U838knWyH,8rwno175wY
628,881065,670469,259977,901024,450796,150193,265045,0.7138470262822171,MgyZkNkPmV,0Lfun5aE6Y
629,33595,683159,47882,238441,731034,321338,271894,0.8114727556478798,ONINpbXkIy,N9lrhqUx0B
630,754261,616648,809439,640344,453208,984162,727459,0.11226097288244363,MAIscIWgCe,d2e2xh07yf
631,395847,107843,522625,800586,744450,350207,89353,0.37071600566693275,5x56KnuRLZ,CpXvLKzngL
632,640624,970545,42987,28031,150384,797445,523538,0.685952996688116,6CCxNiHjlI,ivBjctsnJS
633,400420,874048,89705,801580,187420,332539,57430,0.568950574597612,A7EanlWeQF,kzs3fsTlYi
634,602871,776709,679936,218835,637044,469372,240674,0.7278699475695889,UU8KOfntVu,rZcUXWlYgn
635,80860,378739,395780,711368,766022,630293,521510,0.5402066377563635,fJDET7EMI5,pmNZyquEYw
636,714792,57979,763035,169984,866075,217369,289294,0.007878395642068603,iiK8Bg0S9e,OugT8G6SXJ
637,744767,240442,305603,734021,665594,725329,300015,0.3529465788855636,THv3Y6h9cK,qXBaiFPWQY
638,665945,549790,76639,601009,679826,159577,391867,0.5687776923326086,71bsD983ep,vYoQF9yo8u
639,453594,325129,26760,191202,599010,444720,921317,0.6752324981874288,4BTRYxi9WG,q0uxxMd9hV
640,762803,493684,517693,78068,344831,412401,281811,0.2820363386550444,10e7hD2b2e,gD4UKxF4pB
641,183821,735430,917795,779546,117500,476932,39643,0.9047021185253511,BOhPe77Mmv,9LO8ihOrCu
642,648838,208224,242891,36532,738667,911628,119050,0.18388417111757238,2yJFgv2SFL,XHV5ZQYdFx
643,196991,925509,100145,303783,330807,233329,81034,0.8860001070353063,SbJzq08ZTF,wdMy1c7eyu
644,872747,251118,89037,1913,524666,822171,148529,0.0874583628265454,hIl5LiYsSo,CkGDMSB0c8
645,459359,76449,690587,382146,919797,878996,399905,0.9681483585753756,syRYNo0ZMw,8WbFcCjqwB
646,438838,841144,255601,42695,955784,657816,18124,0.9025009939982799,GLMarFjLaP,75s6EmMNV8
647,170946,679260,412136,599614,919995,426668,706922,0.7351801290240978,6VwWGZ25nH,GkyDmo0baB
648,901434,410588,923289,728346,664875,138970,714427,0.19710719438216073,vcM9jZPEXy,pPjjqeyJ8v
649,262504,450177,997828,138053,199415,746075,793876,0.7875206574053211,qCnPwphu7J,kJLEGG8qqn
650,718852,614015,403590,666678,300982,89571,688785,0.027387019742623808,Q1G3iDKJrp,AazNxOX1th
651,419743,658814,323477,833245,570788,151096,730945,0.8867666649206124,gvYywSHUDq,dFUweH2jUA
652,755054,927248,520029,466381,643842,840039,155087,0.42531081829561057,8HJIQKM5Vu,hr0OUXTfpy
653,405794,274882,307770,267210,127173,455593,479591,0.6022341742567017,G5b6LlVnO5,L3MeziIPVk
654,979567,448039,237821,453773,98060,434421,323478,0.7687437342806583,vMx5IGYc6w,qtGfzSg9WT
655,650643,721014,924427,267515,413005,395573,414245,0.6594421154508654,4TKyplqRUO,0ff4NenwpK
656,458453,671319,417877,103427,24677,901180,628399,0.7338696830748425,X3Helz6Kqg,NYhH25yGnU
657,831448,160282,131712,974415,802882,472194,192451,0.6413220395504997,UcVRm6Qw06,OQdNlRXmQR
658,863757,667030,901290,411484,336271,757863,533149,0.9656733479494898,pLzuf7KAzZ,e6HHo4EMHM
659,659194,885764,928500,243541,772344,407567,765506,0.3800084223725797,oEQJnXhl0G,P9K7ynkeox
660,581230,615829,478407,154927,428850,158247,107975,0.28188155488383737,V6lN3EOnWN,6jiBFps6Sh
661,48815,933374,356289,749117,710900,579321,655434,0.4312823088788017,j7KBlCX9nm,BsDgyIsARt
662,889543,687108,631130,615259,234806,651240,915665,0.07217332756011363,Iup81QwXeG,rqji9E4m5k
663,179938,21347,556563,964537,910290,614592,219738,0.6115996512266629,XuadvDNdgl,Z6C2HxeyxA
664,245801,700199,269943,282931,560072,834143,123557,0.49259045882681185,ZlFpURkXuQ,RzRbtdG7xe
665,526313,772421,730933,88585,882725,828267,294196,0.899908526372328,TjUyqW5S4z,awaoM685zZ
666,157937,377710,520456,201416,633249,936544,810337,0.774068097287969,sLQRdNJIZ4,Txsa796mfc
667,716535,914315,379334,736674,210426,626594,407446,0.8549312312389746,EavE7YtJzF,s06eysVT1V
668,534254,622536,626689,663154,766725,289647,284872,0.9908319625887954,EU6HDnQAUp,z3Dx0mfPak
669,372248,493362,359862,814740,837601,930194,656337,0.9305655212474074,qJEVTmzDiy,skSJydPjSc
670,897342,611103,952726,277985,635652,692278,49102,0.5108550699996122,YywIqQ37sA,3ZJrI8rWeA
671,665078,400234,837018,701934,517004,943888,872413,0.1413694292846529,ZkG8wQXdoA,T2xQo45kvn
672,41017,982411,379895,186976,572274,390154,186492,0.3312706494622569,L3W8Fl9kIo,hReBFB7NLg
673,738671,747780,288019,135401,309886,997036,28377,0.7089046875485518,dtSRUPkvbC,vHRV35n4Z0
674,705605,317991,908063,683487,745708,57319,657699,0.6344054340732874,4JRGVkzMce,GXgqhCSKVn
675,911398,631742,987434,159849,569908,829502,617149,0.13669206745723572,pf1vu4Rwgq,4GaSSjKzgC
676,916936,716382,604876,845487,981543,567845,727859,0.9638466157125022,DjR28pyseO,fCHoW8OlhQ
677,972087,224947,386575,720087,764892,467494,469892,0.9440779029451151,58U9dycsud,0uCNjpGgbo
678,492496,742885,455285,395794,469535,934163,810117,0.032774288919423133,P4gPVdghff,wFmLl9ppqP
679,355903,845384,140066,275408,280291,278069,342783,0.5784819101117985,mi5Zu8Xkvf,64Mmv1VmTC
680,569234,179898,546671,255401,600697,822603,311344,0.5064679742265673,hkl50BMOK7,RFCWO3fSRr
681,183582,39205,894727,523774,97133,799123,181602,0.48765085237269234,U19C3drcez,BsFHxwBbVu
682,313145,369119,970213,755268,803191,665863,394055,0.06784821026537335,XSxfgnrQ7U,x7zZEjztOx
683,274203,417099,502639,761135,106812,785809,933034,0.6853881405376115,YlJe9QDbku,XRwYoy00Hm
684,207552,748950,367878,283036,932151,815028,24064,0.05780509949035717,E2ts9dSMTs,uzykp1JQIC
685,736213,615898,300793,171472,222038,131929,593767,0.6085885635254715,xTqznKkuOm,H0XnEmd4JY
686,347943,610649,792525,112884,286524,830244,628935,0.6929643454199298,7UGJRbJlNx,Ensq4Oqvk2
687,211148,798099,463757,341902,758816,609989,209313,0.305808174713462,kyZDeg6DAG,Z0di6IYinM
688,237984,466996,866504,935529,401169,759536,910398,0.7269186852647292,3xVVYrheVx,dJ3DJ7XGOZ
689,358210,275635,788116,312382,373025,752814,578680,0.8548127941680886,wtHD7zYc1B,LLxrwGF1GC
690,894270,210096,184921,312780,24622,196914,412726,0.8291887308443289,EEFl4k8c9R,QMaYw4xgw3
691,632001,186576,671911,35329,571618,220569,282073,0.23387135052737773,9H3Bo1ItO6,xzAEk5XXw8
692,147561,177174,34417,133093,732238,495811,993672,0.6555434534247022,uAKcpLe5zb,7rTbIIyro8
693,981887,363678,572118,81557,801056,609685,40725,0.7199537807910412,9CDwBmzsFU,3YRxoAolSe
694,394101,660953,800056,53039,68920,570009,278857,0.2761791581586932,pLsgUk4nhI,WbCuJ5xOvJ
695,15723,890236,227706,263241,876132,436324,383481,0.7433971376629814,i2bW6ieOLq,oIxbdORe5Z
696,258897,597334,988609,10640,967386,723508,458164,0.9288684061557051,cRGVIy7wgL,ZuUA28PxGi
697,176648,976529,969907,542583,660262,155095,283012,0.26075676390796987,eY6GUYarX2,vDKAJBwgUU
698,578110,23967,879152,949457,426590,198151,134618,0.5933658843327476,VqoakDGaWA,CnPRG7ryxh
699,269148,48602,272232,593909,845890,920463,308994,0.2513646599644246,Fobdg41bWM,HlA6AmbuGl
700,873794,997429,722414,582522,886131,872109,64104,0.032379054860543155,DmDtRUE6ZQ,9DZYe41EE6
701,855280,552085,770557,664128,740391,980427,894841,0.22697268406351423,yD6t2WsZeJ,v3NdZyPrTz
702,153984,211056,129103,4717,755495,418399,16532,0.8120904918185836,FScGO9NBSB,dqueHLroNu
703,989941,270342,806464,650317,278140,317558,839006,0.6804687290655675,9YpB6TcHvi,wd6FJ78UGh
704,181090,800676,795334,309742,567524,32264,542302,0.9835558114851849,T06cSGDfqj,CS4sHQ7vFG
705,119183,149844,377082,298538,157136,891995,851741,0.30143587992414667,tJRtAsRBiY,AiHTMHdZJc
706,545438,642738,508116,582773,716734,821920,311187,0.08298336465958889,8GuGHdpvwj,0go9T7A0s0
707,276840,616051,843377,620814,178526,560504,342764,0.214306156450771,CVR0IHPEzk,bn4GtJV3GG
708,19183,733654,713420,93283,105422,802612,270367,0.2172804761976872,DxysTFcepk,r1FVCQyvc3
709,109233,72393,499453,487871,438648,11335,588706,0.9836717836934785,XV0ASv67xU,EYQB6YzXsG
710,571544,661140,995477,275873,682639,435887,850590,0.9070084953114836,KncOCDZQ81,ZSnFQWjr1f
711,504439,389334,700622,406917,501853,972267,727884,0.7636638202940754,fQh8wsdRrz,6wom6dkbBn
712,27492,135598,991206,201922,279533,359593,295036,0.6014881113342023,3E5p2vgfpi,URqMmmEfzU
713,252962,918620,701895,694117,133978,229302,296842,0.4205596506136937,1gI4qVMAb9,C3IkTNRwrg
714,67061,151960,471841,541687,352670,152053,694142,0.10653989812366238,woJeqUDkNq,1ftRG13dOI
715,893546,748048,545028,646686,830053,423778,717729,0.9087129504825241,z3jSDacDYG,EAuvWKUkoK
716,698886,973734,542793,541764,930553,375947,379470,0.4039514593240454,SG9oqDcOAk,kanLqGIMs8
717,703452,547914,234883,732841,155730,298435,722108,0.21908443817790246,TvaWWuInY1,Ebm519IOde
718,389459,759570,760932,118733,119909,939870,723920,0.1634691102351593,Yoe47v6cui,JdWK6t7te4
719,152564,336866,60049,126173,735354,140359,280899,0.49110980767703605,VuNClnllNd,CBVCwZeAjH
720,400159,430806,224564,212773,707485,278475,735736,0.3182470183998394,wzOH5BzPRL,Ju2iC89c2P
721,257430,280217,706660,342228,372383,4939,977918,0.8521641061272766,OmZwbw4SE4,sXqOwARNR4
722,441210,515847,351374,693598,48446,173630,242773,0.29225109099591884,s61DNQOuyj,5eD1QqU65T
723,103726,146464,954921,854565,308796,899712,87459,0.11177850114987209,0TBWOkQz2O,aSHGBwKtJF
724,864307,879770,333754,550236,362149,280598,301586,0.8393226871312869,dX4JiazfeJ,sz3P4mgOIQ
725,973074,770860,638798,529179,183745,442423,262257,0.4999651050344176,BafyMU3FEk,arhwXW3GAg
726,265958,556874,510987,173773,792016,107357,565206,0.2377576796734513,m9MwuvpmD7,zQyGm9TUb5
727,492267,125627,289417,377264,995128,452834,895950,0.06426926825298263,Dhr8nM8ZmS,IOqenPm9Tz
728,697797,234962,459285,876367,120578,37005,386869,0.6339817080697541,RMzfjmWx3U,DRc2vn3hfL
729,224730,231483,490080,938228,868599,265533,659699,0.7514637038503205,oS5DeejfMS,U0WojGMHpq
730,342612,523315,103448,294274,474552,137544,701162,0.5632312278765165,sZWwLsuIlI,WqvdTUSDbt
731,553165,84979,774533,638358,656175,615189,256745,0.07827442514187899,TiqAFPWD9J,H6xbLdPJoK
732,1421,59692,941516,431152,337920,897695,932401,0.4166260715622182,BfUPTFm1NB,GbdB0ROzSO
733,886205,500931,149313,533668,965064,164486,502896,0.6128276000751459,fMrhs0WZYs,EHls3DsZHL
734,165465,950208,601288,568049,138019,159252,664215,0.898089937134758,gI0hQbKxBx,Q98LC1t00K
735,810132,787299,828258,253264,536341,569403,29735,0.36253330860713195,zcuuovAxYX,IVV5FOrKQj
736,785966,581699,74075,481063,874364,54981,663746,0.15384253959209349,auKJBMhHZb,M8LvkBbIPq
737,381291,535960,153684,901603,165561,208652,544002,0.7808011960616047,CKnpI7Ag6w,1JriDzh0U6
738,655623,978055,238048,498127,587645,48589,146742,0.2386712884925608,8u4FNt852B,BI4QcXHniN
739,851934,715732,630205,842571,140099,119157,632368,0.9671893098046402,eL4EA3Zzhl,JQCRNQoHBQ
740,296070,64283,670573,741229,772333,236736,7150,0.4972666816626943,DWfYx1jvVW,T1XI9jVZlq
741,117192,108228,663140,434408,857218,814021,30058,0.8520365297058904,C0u0E1UiVx,y371BxNACb
742,317080,90752,353632,143424,622068,920806,534020,0.5145097587612569,oUlwpj9sTV,cYcXNoywTM
743,216194,619169,670729,380052,503336,447188,419187,0.6387805247617662,1xvYpoHeyI,iFoCV32Lfw
744,517235,831312,614746,937974,650815,292211,378814,0.9683153334793675,yp4zThK1nh,BVmxKGlR7c
745,303604,608981,626278,51843,742123,707650,408001,0.7123257494400748,nvrs9N3KVc,lFr3zyHuwm
746,123285,92025,325262,732327,283928,981810,100706,0.7135360658499914,CwYRyip9pz,j0fYfx8IDX
747,100986,686131,79280,959878,164160,893104,335267,0.6301536911081332,TBP8kqZ1LD,TjxgImmScG
748,202068,816016,945347,895308,140457,81193,790010,0.05768472736431074,ZZMCu6HnIN,Jug37E00TW
749,878754,136269,404774,812237,729088,918753,182253,0.1332493262410651,a3vJZHon6t,HCqZCNCaz7
750,291796,977444,613846,179758,927412,436681,475592,0.35242628023092903,eUvSl61rOP,zkJ1PJIt6W
751,175111,832919,534047,80684,186330,561755,529167,0.713464835328806,q4erSISvSQ,sZvyn5xj4o
752,223825,512180,713423,175160,47983,633683,800611,0.5263610166298069,MNePEdXeg9,TcbEfltfOG
753,905348,83660,892427,100005,366896,324153,366112,0.07644610358026127,3USvylPQPE,z1Ipi0w2eQ
754,505036,173626,19481,622070,45065,749964,47508,0.10539364860675149,hoxA5wenbE,8BewnGU3h9
755,632734,467720,242278,773482,401744,84365,231083,0.03757077135878373,NdBO0YObJl,qGPSdfkQOx
756,36957,802810,932034,864720,934457,625798,193927,0.9743365249957672,oTN0X8rwIy,GIzgKw9r5a
757,235538,302956,476419,74195,958268,209974,910828,0.8001115469637498,9JTb9DjXa6,3NRHAnib14
758,694810,807747,596397,677655,780257,311238,466815,0.19428526761825804,u6Hu9GKh6z,I6inUrhtOu
759,525224,942269,969876,628198,610320,17724,357020,0.6431052888579467,8aYx1lOTEd,cFTlO06WqY
760,927697,869432,151017,460647,267956,784213,418745,0.523350974735907,V8WNzMwe0A,0DTECFfnFN
761,26732,511435,609722,963714,219505,852777,169877,0.19134170634531067,UfU91eRHCc,MHbjQ9OyR2
762,458709,452186,209236,327061,347700,632518,246339,0.8461908776967757,2NOQYWe2YE,Nkm1pRotTU
763,704934,208454,958539,800611,122426,108018,66440,0.5750558062504796,5p6U1q5hKs,IJrBbb87qO
764,852208,369709,677468,149400,381443,51542,360911,0.08392552761334382,P0Bm2rICdy,iDMVBWTsuo
765,122528,515680,694032,142687,695411,199526,474538,0.7617631069245809,ch0U1uQmic,TVY8hd9B4c
766,467951,471095,313645,179482,570430,63405,72511,0.3751233950373879,0saWvyH8b5,j6B1PWLh9S
767,12074,550074,785859,790355,40710,510652,952564,0.0598891424279715,TqibrrkxPN,8aXuTlkZ2u
768,125703,678534,215686,986547,9081,94886,507320,0.18913646755910807,eXw6kuHKtc,ra7HJDAsBZ
769,141611,368402,208364,43195,887503,470296,440597,0.7527562687988648,CeYXv3JtWe,aA0G7KIsP4
770,107891,654333,789718,78149,835744,756234,235002,0.4015416243143711,5uNbgO50Bb,mLcpYO5pXq
771,179699,218123,364291,785919,972522,605165,583808,0.3599028044804309,Pkdx1JhOEK,RgbGqLLqK8
772,259555,164132,265585,263687,340220,492015,392462,0.5406748789381731,bzFSzXHi2q,NifvEk9igG
773,585092,651560,590492,59971,37930,168783,491834,0.5455880239393249,HxSihDeG11,q1i05JbC74
774,494451,118843,49810,833228,780229,432445,15438,0.8622630609887774,vwBcShNU4d,jwFrX32ljM
775,967594,501811,621201,512262,604183,737882,629984,0.7132163157737439,2PHIveeYwg,Iq1pYbflKq
776,105788,383385,453613,331454,382006,73147,315646,0.7092026197327016,gzTzndiWLh,n6KUIcRm1Y
777,989556,988053,310956,865788,446527,625746,843055,0.09026616067799276,B8gcJXlVKn,thUSp5ATaI
778,245064,307660,174541,975721,454749,332723,395164,0.6623974339549533,JDyyl6R6qN,s2iaXQ94qB
779,811364,951183,552230,541168,353805,534260,125238,0.45981200579993353,LD7wPOydDM,OHVSzLjRMa
780,53588,934116,733935,631063,789002,506927,736706,0.9396215825414134,sSmz3Asuum,Zyv99amiud
781,360217,448687,406440,515907,145206,934467,269578,0.11192998934293374,UOC9XNV2eA,JNEz9sEsvz
782,917113,922741,430041,338496,287785,47083,840772,0.5778242990957583,4nIxf03cx3,i1yEwjMBbN
783,916807,493284,676975,817190,905144,691801,519672,0.7608589646399132,LFan1OHWI2,vQeMwlIWIA
784,105794,533609,994801,180448,871693,564391,528024,0.2860422904374589,J6CUpFICvG,8RtG8VbPLV
785,918882,423737,172648,650200,8719,835513,688670,0.6748437680963963,3ssqBf99F4,4aNip2LMXZ
786,605685,508276,996896,984304,346387,273135,516571,0.1589346080159728,P4HmmD1OFs,0gwsDBUvET
787,163658,989609,334319,486530,460203,30448,776038,0.6602134240504476,bXMDjD3MUE,sUH45jq4zc
788,483495,367347,912723,614402,390745,298057,717234,0.932848954668885,1fMznDMrh1,9zf9uE6sVU
789,958055,968064,765486,634595,492666,672260,222916,0.8969091865004896,fVMQ2eApZ2,Pj7D5WfXTN
790,218542,867759,919626,10876,475827,661656,959728,0.25458817088869656,zGenNlyorH,rQANThZsux
791,33498,901220,282254,991075,317156,109061,46292,0.947775369248661,TqsgNlcaUw,njNMpzDSb3
792,527473,898764,590159,961217,130969,34770,930087,0.4980147998485194,PmWjjyak4N,uivsRbfL1N
793,992925,146023,770486,680717,398269,997864,87538,0.11545551877098059,ZQrDcAQyg7,7kdS9zrW2F
794,302066,580116,603962,583716,660355,568728,820829,0.6881979599248422,xIv803vJaC,dzIVEPcN3w
795,226747,750915,466311,596479,147859,543197,630115,0.2752088091346112,tEGRXn69iO,SbDP3kiWy5
796,453131,478303,610151,991992,477096,335884,17597,0.5405103152657574,pyvEBNjA7O,X8lQquiwrn
797,823580,751114,331463,850758,859498,316929,227373,0.2708157286313888,oBnjmjKzlG,p7MMnhMvz4
798,903496,839456,575612,257520,100722,592545,785324,0.5512610818673942,lRtl20Z5vI,OJqnLl8g7z
