,A,B,C,D,E,F,G,H,I,J
799,282060,789535,882189,85630,355270,593542,155590,0.3841972084838673,pp04QZsxAQ,oxzHSDXdgh
800,443655,800852,219977,863721,898024,233697,305482,0.2630408395381091,OmfcePTb80,B8wnQZNYb9
801,161239,617101,405165,140969,515764,958916,139098,0.42857595203940324,l2Ya1wxwWc,Ws0GbndGR3
802,357237,58729,448362,362259,598649,406546,704685,0.8789365555400185,QDJnqBWEd2,aLuhK3V6BE
803,77976,287959,477801,785502,862304,577534,327378,0.2391993181398413,jSnU7SUoar,cnQklpSk34
804,274863,774946,225480,25599,418524,184225,885735,0.04791694094540211,T42RxvJsRu,wAAZly9r0i
805,545779,298139,283719,858897,383403,822842,199331,0.9487859622013303,K0b7Yl7isx,tnksYBs0Vt
806,793209,741760,242140,376509,428740,173249,176770,0.32595389492311866,nDAzi1XHhI,TSbggVP37H
807,495304,889100,357256,319623,573937,507493,715851,0.24006151321206515,n4IDgcC2Ez,Vtpbkuv95f
808,16115,740391,413185,709845,95650,808852,894269,0.5606087779307571,awD5tN7opn,WFMokQZWTp
809,99288,780498,709506,452421,113373,86778,552307,0.21692718826942092,QhdDMKO0SI,dvlQlciHIb
810,916335,138749,684504,508465,787503,942432,664961,0.9462479674709964,WILRDJ2tvp,zJ604bO3Pj
811,656597,129496,168626,420542,181027,434301,477552,0.8968004468701715,Qco8woQST0,xlw7OKEGT1
812,528268,435414,990143,740144,571482,416800,866583,0.6771737930149588,zmsRRK5QdF,Eje4MjL0XW
813,461490,103142,607316,974869,758795,108120,940559,0.9696228793003829,JclkVH78B7,38RmuQQS9J
814,215725,658012,493247,365727,623970,971743,24825,0.8154607038902337,n9TjG35JdW,9x7INUVJ8m
815,138961,112143,186488,699262,629877,638266,682217,0.29556474426903256,co1NKeabVj,zRVRCi5mrt
816,572300,197045,768252,947870,955843,803206,810490,0.36569813328128,p2ZD8WBn5L,MTImoPPGEX
817,978916,93217,45053,380158,738034,686145,680211,0.501829139275218,DRIeUYoXTR,3v6qgN8ebh
818,745468,336870,32013,52877,675872,746576,836178,0.1763310753980949,1cdeVOExei,gHaCtBaXuS
819,540220,967413,474715,876785,303781,950537,687274,0.8090804063730638,jajABdkua7,AmlsB31CWW
820,147276,307264,869529,553425,374760,934961,267100,0.9279434705168126,z8gCjIPxjL,tWNpr4QsuD
821,409658,787789,603172,513304,389571,732994,904583,0.8494801716714372,Tw53Fb7LxO,QtySz6H2SB
822,268839,670523,981929,412003,173041,550807,200746,0.6428532054127584,ii5LecBMDU,y0dob6i66Y
823,174716,550705,424585,232334,422905,652546,544634,0.0011234366515422423,kYe0TKFW5y,46usFbXFQj
824,807987,245087,182925,859671,486529,87637,845241,0.3341915486571019,aNzZHgm1VG,2w1deXrZhg
825,452068,172554,49253,38727,712802,589413,14110,0.13386373729189727,DwJK0oFomG,uWsbAuSmWd
826,418810,764534,281332,215666,388161,495984,65725,0.4086677322623905,hp8oMcXsCa,xaWnk72DKE
827,737369,884985,320297,9578,213376,612043,481457,0.4459626807857494,8Vy5bGoxGS,NfucjBtsmi
828,750237,288176,3786,138227,979067,748892,787835,0.013222727863746453,JBoXi3tYCb,VegRkpTVfS
829,862840,16328,167330,458864,243029,980232,248184,0.3377084071273121,w3uPDt6she,C2UAkhiyyA
830,367639,505518,155760,542217,231883,259985,705312,0.9086252496583097,AvRx6SysXR,K9UY31MQrf
831,207982,165657,407267,961895,570717,501868,486314,0.29285881693126803,cOoP302gnr,2Rebyyqox5
832,311751,373106,54335,30841,827499,733002,325452,0.5800620888192318,ZFt0aboCa6,fnUuB5RvXj
833,962023,834825,297228,745482,605829,160848,754783,0.6549494718464132,1MRkKFAyxi,qHwOWsVJil
834,279630,224201,803551,874310,292846,348853,100430,0.5452868647881217,avvLG42vLC,k6QK9Rk1gt
835,992850,844459,111553,867318,822990,105519,170901,0.7571173708145126,K21hN1398G,4qHPFsOnZl
836,698523,740204,102018,896877,888610,111819,747170,0.682027801799436,MGT2hbIyoK,dA9ZYLE1Up
837,730755,892841,400446,75938,624631,850970,647514,0.05379697246531845,ZZiYxKoIjV,j3HHKaqLP6
838,314948,33262,728370,552597,298800,381600,743604,0.234051116693903,YD98vPgN4p,WUGCJipLHc
839,782891,34412,757767,196528,744126,624724,432028,0.43336897065924984,uqN218X5Rp,95HjI4E7Tf
840,248681,114426,994633,917176,461159,430127,454488,0.44765151279969484,cglLdEfLRI,iYA1S0S6wQ
841,364369,62039,496556,989044,714474,927483,618039,0.2460904454379752,KEuX8e6vUx,knhXNKiz4l
842,212627,755232,887019,189181,193769,438713,369417,0.8352069622646401,L13RaygWzV,csagH3mVYV
843,700274,343804,149873,591392,593619,594151,381714,0.5846332236084903,k4TjkjWTPm,tTj85aJ8Tl
844,313030,34598,30692,285101,771372,250974,566792,0.13646324400559107,TEfmMprbEI,qn6B8WcTwl
845,888928,907290,792198,482767,354992,265070,61229,0.6123229289168429,jqZ6bVlI2x,yjiPlURVI4
846,867285,379863,872664,178477,93083,177983,777648,0.8394310426801055,ueU1ywkCtS,ifRNNignCV
847,664449,193553,191073,947359,404385,928405,847908,0.19832218433539328,XxCeokTXB8,4YlGWkhAQ9
848,284550,6814,85253,997419,531108,841934,789227,0.44026665454452607,oNguDdg4cG,2CkOPbfddX
849,635724,282086,709527,356475,562552,594630,165644,0.06289097564668755,h7cWapSSeT,3ID0mmmxrR
850,937651,806358,639674,110055,422322,151610,221051,0.9951863811111511,vvwtK9Ey8v,2XrO1J8OXc
851,970022,13930,96565,868004,963174,668955,296801,0.4999732555855839,qPnJEYrUuE,M2D91ZN5oH
852,897719,650206,189167,253237,996868,114245,225007,0.7533510014104201,lMh7WkjTHg,06TWFHqp2w
853,611113,641760,758182,252515,221807,952164,225066,0.23500573733047692,RbbZFrVYm9,bKJlst3HHx
854,344459,843300,277054,933805,803033,482157,926070,0.9193470779781424,jDYLDhnE5b,Vk4PZiayL1
855,229011,11833,765624,596031,682249,890143,527546,0.8503748301651413,AjyzVoVmhj,QX8xF0eyra
856,114344,134978,824827,365069,122912,154293,166984,0.21621450705598477,c4kwWNjz1J,Q5i1TYH79f
857,495350,568548,557995,220461,859676,480265,22652,0.09505202431135662,07KaseCg8n,rTeiXPl5fW
858,951713,433363,686907,410227,926922,187026,395646,0.6395339349384255,MftkiLMNHU,XFb4mTT9bk
859,969212,163672,290520,126147,767940,455715,559739,0.597070463145452,440XWmFp1q,K6FPKvUYzC
860,627722,824522,273527,412423,31633,703738,721128,0.943843045282436,CkmP6xfnb2,4eENKo429W
861,747553,139201,318988,617038,249720,358376,124427,0.659447483135495,SDOVMOsQ92,nX0fo8McAy
862,444622,529663,683789,308289,7729,47305,187712,0.6177471992714523,cn0dfLFTez,EFwtsnXrh5
863,624693,884287,939452,459151,78219,868309,524688,0.1218016564629284,yiFEfERlAj,mOGP3TzP7p
864,908689,587625,14683,290378,649166,701898,508424,0.4396609245485822,MmmNQuAN9r,uXv9FFhjYC
865,107598,318093,463909,608716,156437,281643,945618,0.36415489320275884,rFonDsrAAl,qpQqRFhVdX
866,642791,3901,923047,503252,562275,587860,308690,0.5917329013140901,MEy25FhWGS,TLLlbJlqgh
867,370131,141945,895059,613867,51105,643020,961957,0.4609845536363929,svk5GVxmcc,MoFpmDfLlJ
868,973969,127054,951967,222790,451481,658857,184202,0.6060738746090805,yYcQN82TVa,6QcVAaweAQ
869,281901,305995,460169,772692,372256,79945,999762,0.2134132185583485,IHrAVFoiFR,OywJFCYRTq
870,610926,498373,600837,219216,677754,391556,792797,0.44493264485637996,H7XIvfD6We,y1IcdirPCO
871,279156,456968,33578,533307,39517,400188,436166,0.008346908125483887,COXtrArd53,AQvhrYsbOr
872,563913,886775,526861,53900,193256,397458,59565,0.273135597728252,QhYJV2SIUh,DM02ngEkXp
873,613236,680360,104251,685707,175755,115381,828006,0.6936895238321201,7i3QFQnIex,vZpZ7zFJ9U
874,972743,889036,297441,433995,460393,199985,555577,0.6408642367314313,Ayk3fcIzEg,UPrpQX5ObI
875,854180,8835,9351,916084,670334,887023,158110,0.2780732635216848,311QKsdv7Y,K4zKY4VtYI
876,923911,431729,550621,547007,628648,582966,239166,0.9749845555613046,raxZYM56WK,QmKfGH5e4y
877,929091,646031,125104,708288,798739,436632,128222,0.21969239367172222,Is17bLHZY6,udKm3CCqBk
878,208634,546920,407285,186334,790741,192413,897699,0.568380621685618,zKKBGTlso9,sSglHJoYOc
879,444487,767956,643477,781321,572368,259576,677495,0.7713880253650587,M75EC3VHyV,apgGixDE99
880,521289,577274,491149,374153,651092,221262,569662,0.7441401430013102,Bi68q7yD9m,WVpzFi7IOT
881,688731,269471,887846,533487,107643,358547,845422,0.7189847517118321,eWf5eAgrEM,wsDPMH5qEB
882,380773,582881,856924,210556,886745,385826,502816,0.4341984072746693,vlA7t0cUD8,oRjbLCddmp
883,810857,303755,112046,421055,840829,355220,474768,0.40238170150239483,PpzJKICIYU,H9EGrP7W7v
884,381651,690170,272606,265157,35699,638831,216313,0.7014095456313281,ZY7LWCSMM0,jMXa0DIPDL
885,219035,344644,679046,406630,54324,609198,712999,0.20848377396254048,BJzdGlvUWY,Y3uiELlf8b
886,580399,988440,954032,757997,282541,838967,580537,0.13817864260949053,ypfMYGcgTP,Og2w0cB2Gl
887,636880,844010,349013,90830,365436,431976,258411,0.46937768755848563,JhRBdSuN27,4lnhvZSH0z
888,585643,613136,463879,121786,973919,738160,636583,0.3876124122293022,spiLum7Nw2,XThc7qZupB
889,473601,295705,458867,258389,638266,142607,378461,0.026923021673620928,XmHmOE0Yqb,p4gPZrZB37
890,974144,823186,668949,166898,860839,131091,596284,0.45624762448981426,WDnkiDfuKM,OGraur2aAg
891,780573,651481,952010,521991,769605,757079,727503,0.4188713832272346,l0I7vMJ7qO,TVjSSxkE0f
892,286990,538454,482125,311735,95094,664569,155919,0.9558352919728663,RL5xeHxKVm,YsuYdmuhsQ
893,817832,884363,54668,657271,867396,733815,465043,0.8416871729516372,yf1OEQXkGh,LitiQvxJoD
894,228640,639152,515733,754254,537673,181689,221988,0.5934300104699173,4GJvqsCA1Q,LvK02WwRow
895,955616,880643,851734,724236,873624,377478,894543,0.36580163937798593,95qbq6OXPF,XahoefboCZ
896,620239,909479,33049,27812,650583,920724,560793,0.1918680189286447,99cry8ZuBd,cDKbJOolU4
897,736499,723980,609371,120005,807496,878866,633674,0.08097164509465704,rHa4Z8jj3U,Mv7K6dJCtD
898,898387,731143,489374,456543,955620,635061,28691,0.01431551672138065,omlDfQv6aR,ZxH5wYYdhE
899,836389,621028,56247,747206,779978,142974,604813,0.2144435510349606,WvaXNCeCmZ,I7HdCzQFqE
900,340751,400210,861302,749299,518827,917058,942494,0.8168317857024932,KmbSsP1y1L,iFKT8CWv80
901,676683,769773,511186,141190,930471,297428,898014,0.828790743109061,5HHXlVhZnG,CYtuGXkIfw
902,730214,835340,938735,193620,480158,993073,688003,0.03446267474427778,1K8YU9HPwC,l9T5hOog3t
903,817430,469214,557545,565876,707427,318495,872186,0.1861284650642958,bO9seJphfv,LJltIMeifq
904,900906,947758,179224,162137,918350,70451,268311,0.7027069584513248,eYD75X2d0m,wCU0piBmzQ
905,640645,174515,252254,13487,443660,391643,871151,0.0007032887276591238,byhAA3Tt4f,WFMk7lRwVl
906,596531,761513,412459,228521,329543,198393,103032,0.11173926136527457,CijmUtzoAb,Qd8Sblha79
907,360069,131901,989837,9172,785490,572637,535752,0.3238901017679179,UVPh6ywdc0,OIeEWgLllu
908,339090,991395,550069,679600,69275,625449,954261,0.21907295060975684,D3S8cXsrOH,dFtME0DKV0
909,957630,884982,200898,639080,330182,210257,667877,0.44017630582418965,O3WsDVKcZ3,8k4LbRDb25
910,360912,968693,15904,768505,51903,587173,876247,0.26653990917546677,OSMH5zV7Mq,55iUugpP3i
911,220612,713760,704620,326920,555496,648612,719852,0.03994284253065583,AGL9ulyQR2,qH8mrIfaGZ
912,442072,582276,254112,35580,361977,483928,175214,0.6603350059876157,9O2Q57DlMU,WWenkPWicr
913,40578,713742,462419,743136,276427,894896,800471,0.5648891915669723,mMSuJqAun4,5wEsof4Z8N
914,265538,644655,627967,47056,768870,77040,571358,0.35573182616956744,sgbXjBZ5U6,4nGp7SfBym
915,926279,880933,13449,864061,30949,81398,805432,0.34781477209145273,rT35K3lPQh,5YrqFgJR81
916,34504,725056,644505,917705,984897,360817,894683,0.8306945878759825,aMFbrmDrxh,Xr5NursHNC
917,731208,703762,8481,701336,77658,672422,500335,0.1250876526292487,KQKHV1DzfV,o6CoO5VxeJ
918,559124,791843,28840,788783,36131,561572,250418,0.6650789596457448,bLetiGiXmf,ahp5AiCt3O
919,91572,916858,263933,941980,718958,333555,850101,0.783519459591303,vksqzQujWP,Cv0S4YhcBC
920,867490,635314,144310,274464,431428,104246,606805,0.13155331482502686,rPX2eDm2uR,HqiMON66rA
921,411306,949418,920259,943527,657483,223650,404734,0.6702976943703112,YQtBgvub4P,lXxMxFDwvx
922,13465,558778,941741,925447,297001,573448,115084,0.6265849418212118,4ymxlUGm54,J5y3kN22Wy
923,53317,869730,445155,856128,62669,220062,268687,0.916045578850825,2kvEgcvWYj,291D7k7zN9
924,253007,386817,29727,80311,76383,828219,923922,0.8275190900022923,q4l8cjHSPo,BwKEF8xaIy
925,785277,746282,486527,843262,691208,241388,359357,0.9906944869235843,lt19inf6hm,3pkVED7EAT
926,580735,123710,542380,175988,458827,991604,287468,0.5962609125522408,HnPS3CLtUc,al8yw3y07f
927,43018,298942,599890,631372,857001,10661,513958,0.8691068570944113,3JP4K9JIx9,i7Xb6wJDt4
928,929514,952888,513418,856644,826256,568682,603172,0.34268953863319596,dJrXZByGKU,XWmEwkRTUR
929,708340,178736,381356,665519,718744,829924,153500,0.20722976038872643,qHWDua59jp,174rFG9dxU
930,55986,897246,502778,18811,873241,538033,382031,0.3901596415134818,6ZNCWazwG3,WDocjd9Zvg
931,929557,709106,241840,589308,416995,509717,958087,0.05752461329676928,hgQWEtsh9K,wKjURLMi7X
932,931812,333719,638839,856433,216730,676896,836942,0.9930089510552905,O1YF3nmXN6,sHC0hE7NgD
933,769704,563662,763875,91660,130590,714928,659804,0.7203977112905383,PBx6ac6gIM,U30DXn2sKC
934,201540,964886,402907,585383,396730,529652,314033,0.3089193358363852,WULW3ycfAz,PPWIks9TJj
935,169889,565047,80609,861343,206532,891246,907011,0.7216780285684352,yYo9A0AQEA,zlDtSeKtWl
936,707584,548198,135223,681250,420995,689597,712861,0.12579970464981605,rFyxm8R6aC,4KY2hGajjx
937,986194,758044,85525,474291,477519,227457,828012,0.02283129673141371,Vv9unYup4G,6GLEcSQmld
938,532141,115470,467115,649315,21929,847101,591538,0.09463670285992865,4OmcaHywgm,tceg9h5YyF
939,675837,839109,256714,567789,494258,857637,4007,0.5708305128685972,gmoa99OFug,iGzIRWvMoB
940,34836,95443,595600,213224,732099,843373,957927,0.37730952802802,i5KG8PX1kt,aPbgXJfk4y
941,857130,933171,10866,283336,258694,993652,816120,0.23790487420232964,3DFdDU041N,hvpx4F6bH9
942,632319,758079,818473,638477,474962,943752,61099,0.305164635037503,zhoK2aiSPc,vm76Szi4Tj
943,230736,141091,245754,992818,828068,383026,207466,0.8970848676241384,snuY7SSQag,Vh1p7qqfY1
944,114909,12110,426168,522665,211070,265140,428769,0.5957840876785084,WH9OkA5JFW,Qx8BtBjU41
945,964785,882262,301533,856055,358270,613706,305565,0.7226336758840736,21Ff39JSoJ,F8xF5cSrk4
946,1815,339723,112113,667588,500889,558810,907981,0.3814998314589948,RvFDcbajSd,C6YkpUlSvw
947,266571,551383,641495,174989,848471,984683,812030,0.03665190566407972,SDA5AstdgB,089SVzLgRj
948,79640,13709,282037,618224,955530,238683,18787,0.36362630681958463,CsHyKp51vf,HwlUvgbjgH
949,441093,535389,48914,854964,859377,630931,788680,0.7454021556577743,EFFpVCFmRE,4Ql6B3TD6y
950,451336,819785,119077,71598,894659,575724,27203,0.6442617359927483,oM8J3XxpEk,oEt6d1Mcqe
951,412184,653964,425444,772791,382800,984097,862051,0.21762386546937362,5P6rHzvFje,qc5Gz1yHIS
952,342387,923764,987879,962710,175195,842709,517797,0.8839420399781016,W9B28wlKnc,zqFvnatVQP
953,639849,691099,515694,913411,513612,973118,702669,0.4702447714500596,yfRtbmiCnJ,YQ6qgEZkFZ
954,538538,455684,352614,905064,741815,719177,40023,0.27867108968510124,pQAcHh6BrD,f9APP5gckO
955,417973,538822,3918,357377,684424,157197,488097,0.9757553187228191,8Yb7ga6apn,pDqLEYUDpJ
956,773098,753049,442879,491916,84855,704580,698065,0.3090702795168999,ZHyRIYDVy5,WFLPAom1tK
957,918615,862578,869386,549818,863118,616722,855768,0.3896620363697345,JpVVZJu1L6,BBPSUMEYAz
958,258358,53113,804035,884750,408333,284608,601789,0.8944001199230726,Jhi9eb8ugi,dz35n4qhth
959,25266,18628,94462,122572,535809,461658,604236,0.21306458830478114,NhNBfcOoYp,wRKDoS7IZT
960,761849,573669,698621,554328,929340,86280,25408,0.870580887137248,snMpCuZnWe,Ab5lPw9Kqw
961,597150,279306,511521,883945,106395,906529,664141,0.4919081972419662,OCfFlfFbFN,Ign67pVmlq
962,561999,878218,589198,453767,191775,494122,227347,0.0068097336859079816,2dmajLWEsN,qPZMmCaJh7
963,948496,535224,950449,711229,601907,402332,405002,0.21573664134213888,TUnPEq8ix3,JIdxOfsf8o
964,89617,58976,327903,96540,170835,420683,280064,0.9357931032319781,QrwzuCrPQG,sqRqjOiDvT
965,977306,889081,739018,268196,84450,942049,615670,0.09373355867345023,uOYua84TZp,mzFxGlectS
966,739166,474586,817250,238038,692239,887851,546268,0.2777216683863535,dDjwRvlV4h,1vHI9ktE8Q
967,758372,455731,775408,143819,740823,5317,550427,0.9627415437769514,v5Wzq8L2FW,i3iMFkoSOy
968,261036,309324,47724,990176,388032,613337,919557,0.1092639443020722,lFjVMpBxJk,ygvmELe03g
969,235833,613601,850860,817152,368399,680204,956148,0.32071197305598476,IZLXo3VA9E,u0ibblPKRD
970,666772,676877,220756,198013,668174,433678,239868,0.9412975428754228,CuNFbTqdlJ,KRBPJIopHD
971,242929,646884,136124,766999,306990,158839,449133,0.23144730875635555,n4vdeentbk,n3yRAXySvz
972,587035,738024,859611,698406,570143,791940,729792,0.2903819810798738,VNVyeQSlmC,inkNmJoHSd
973,5476,989605,457383,680396,436710,502994,216343,0.23443143697740443,SZ3hWnw5Ok,STlTJAmT5C
974,948306,367490,342887,468737,227843,771773,642802,0.19737841228170405,jf5ms4Iezg,jwSAUknb3V
975,413642,148915,730947,164905,459640,677417,236124,0.12464881227005031,Tb17tGvnDJ,ZYfBCEkBqN
976,892602,352355,854366,25397,302871,374012,288625,0.698649561725178,MJJY2tpNF4,C2rROSwaGK
977,78295,960705,939316,54792,239862,889882,263928,0.07305495483163049,DHIVHPheUn,z1i4a5ZOVq
978,901094,669329,77193,98038,701319,966620,672061,0.3427918826620845,RHhTGUmebT,IU7M46jfmt
979,401224,772694,301571,201979,347134,314333,499510,0.21041384914891093,vdP9Rdh8um,s9Qjzb3pNU
980,941551,762969,69041,20051,271806,102736,421478,0.9239370777271023,6JS08vC2zW,VCCoAawCjb
981,120304,811056,683292,317778,832679,471891,44375,0.0654386184630169,zT9zTqoPlt,0Nx0IzuP7j
982,69599,286563,717626,384183,966039,9996,720679,0.41400519562095894,w5NE9etxCZ,rdwCXEkeNw
983,461339,703210,899564,415316,585917,29450,857683,0.37061521025541644,GvJ1HaWRuU,WjhlSEVZ9O
984,535227,757610,775867,544367,128319,546877,312967,0.3228377875390682,vraOoZHZVo,ROziNf4CNZ
985,414121,960133,237312,400563,213752,198426,753554,0.32065701948968506,ITHZGOBTtk,X6IQtPRbsf
986,622298,385661,380607,525382,217126,34692,593787,0.02364369086190843,lT4Bt8dCYm,maFyCbzf1D
987,842641,927790,959731,51209,925115,19048,846412,0.03476523395313469,zdeI6nS0xD,FV6oi7lWDu
988,964268,195930,946988,172755,962387,505175,870295,0.9747020013603117,7yWO1zDq3Z,XiKIH5rsqU
989,631609,49368,502608,633457,733557,633626,523334,0.6723052942252454,SEMGreU8q6,aRol2onxx9
990,580170,158362,732239,291349,58316,691669,177413,0.602840844447929,HRpV2qiA6Y,WfnRRBwsN1
991,796235,936132,940275,466996,819766,969200,734983,0.6778834694635798,Nkw4iI0MEx,RZI8sqDnSd
992,667830,743264,402898,146209,323934,364173,325790,0.18734484763366954,yfePynqjxq,NlqKSZJuhQ
993,80329,729386,5705,838217,700798,316062,495147,0.1036203049635065,CD4XZhuoHb,LrkYqsHkVX
994,657733,351025,580644,840688,840971,77432,887633,0.6119729436038561,oML72Kk7Lb,W0P2NVfd4o
995,229108,496546,206419,836882,856697,806605,375526,0.6377650037549931,rAGV2HST8m,u2QYdUr3Tl
996,382986,628548,581714,889613,603712,382078,108843,0.8317710816236368,BwKgeMEsj5,1ciUEfx3VY
997,578723,682606,619489,213956,759770,142390,494326,0.6449925215942287,aqzbOMRM8d,B1OBCwEHFx
998,856179,874554,441128,812339,629283,572401,648471,0.45612424919731187,XtXhDHI0iS,qB6iS4Gf2D
999,492002,945245,503710,664301,369428,104715,471926,0.13327823238288483,WSd5Q47GqW,yUgeAStrlk
